"Epoch","0","1","2","3","4","5","6","7","8","9"
"Testing Error","35.449999999999996","27.750000000000004","26.35","25.900000000000002","27.500000000000004","26.150000000000002","25.95","26.55","26.0","28.7"
"Training Error","32.94882358326467","28.060056760963104","21.148036253776432","15.874759681406205","8.477524489609081","3.1401629588940763","2.0049436967865972","1.1535292502059873","0.274649821477616","0.3021148036253776"
