"Epoch","0","1","2","3","4","5","6","7","8","9"
"Testing Error","53.65","41.55","27.500000000000004","25.75","33.550000000000004","28.999999999999996","30.75","31.5","32.1","32.95"
"Training Error","46.2784949189783","39.00027464982148","30.20232536848851","20.699441545362994","19.390277396319693","9.8233086148494","5.273276572370228","2.581708321889591","1.0436693216149409","0.3204247917238854"
