"Epoch","0","1","2","3","4","5","6","7","8","9"
"Testing Error","41.199999999999996","33.0","28.7","28.9","33.95","31.0","30.5","31.4","31.45","32.2"
"Training Error","40.877048429918524","33.589673166712444","18.813512771216697","11.64515243065092","27.73963196923922","5.785956239128445","1.2450791906985261","0.695779547743294","0.4211297262656779","0.4028197381671702"
