"Epoch","0","1","2","3","4","5","6","7","8","9"
"Testing Error","28.15","29.349999999999998","28.7","27.650000000000002","28.999999999999996","29.299999999999997","29.65","28.95","29.95","30.2"
"Training Error","28.847386249198937","31.703744392566147","32.10656413073332","19.445207360615218","29.451615856449692","15.33461503250023","17.87054838414355","9.978943513686717","6.9669504714821935","4.723976929414996"
