"Epoch","0","1","2","3","4","5","6","7","8","9"
"Testing Error","28.93772893772894","32.875457875457876","31.5018315018315","45.23809523809524","35.989010989010985","31.043956043956044","29.120879120879124","29.761904761904763","29.48717948717949","29.67032967032967"
"Training Error","29.67144746210965","34.71671244024005","28.39995931237921","40.01627504831655","19.01129081476961","2.3497101007018615","0.5594547858813956","0.07120333638490489","0.010171905197843556","0.0"
