"Epoch","0","1","2","3","4","5","6","7","8","9"
"Testing Error","37.4","27.400000000000002","34.8","31.5","30.85","30.8","32.1","31.05","30.95","30.2"
"Training Error","36.464341298178155","24.178339284079463","30.321340291128813","16.817724068479357","6.408495834477708","2.5176233635448138","1.1260642680582258","0.07323995239403094","0.018309988098507736","0.0"
