"Epoch","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49"
"Testing Error","32.95","36.65","27.500000000000004","28.000000000000004","27.250000000000004","27.450000000000003","28.599999999999998","28.799999999999997","26.0","26.200000000000003","25.45","34.75","28.7","25.85","25.45","27.6","27.150000000000002","26.450000000000003","26.35","26.05","25.05","24.5","24.8","26.1","26.0","25.1","26.0","25.55","24.6","25.85","25.85","25.0","24.65","25.7","26.900000000000002","25.85","26.700000000000003","24.7","25.900000000000002","25.55","26.25","25.75","26.35","25.55","25.85","25.8","26.6","25.55","25.95","26.450000000000003"
"Training Error","31.914309255698985","35.557996887302025","25.341023528334706","25.981873111782477","26.695962647624278","25.377643504531722","26.686807653575023","27.59315206445116","23.72058958161677","23.574109676828712","23.29030486130184","33.7361530715005","27.089627391742194","23.729744575666025","23.986084409045134","25.7987732307974","24.91989380206903","23.519179712533187","23.48255973633617","23.537489700631696","22.814245170740637","22.493820379016753","22.219170557539137","23.830449510207817","23.226219902957062","22.29241050993317","23.07058500411975","23.134669962464525","23.1987549208093","22.429735420671975","23.748054563764533","22.255790533736153","22.383960450425707","22.7226952302481","23.400164789892884","22.402270438524216","22.621990295706308","21.834660807470474","22.676920260001832","21.56916598004211","21.715645884830177","22.27410052183466","22.878330129085416","22.402270438524216","21.935365742012266","21.907900759864507","22.448045408770483","21.54170099789435","21.779730843174953","21.79804083127346"
