"Epoch","0","1","2","3","4","5","6","7","8","9"
"Testing Error","31.900000000000002","28.1","33.1","32.2","30.95","29.9","30.45","29.75","30.099999999999998","30.9"
"Training Error","33.324178339284074","27.666392016845187","31.85937929140346","25.16707864139888","11.635997436601667","4.559187036528426","2.5267783575940674","0.7232445298910556","0.24718483932985444","0.06408495834477708"
