"Epoch","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49"
"Testing Error","28.9","31.25","31.95","29.099999999999998","32.65","27.05","26.900000000000002","25.5","25.6","26.0","26.450000000000003","30.099999999999998","29.099999999999998","26.200000000000003","32.300000000000004","25.650000000000002","25.650000000000002","27.3","25.900000000000002","25.45","25.45","25.650000000000002","26.6","25.55","25.3","25.650000000000002","27.400000000000002","25.900000000000002","26.85","28.4","25.8","26.900000000000002","25.8","25.35","26.6","25.650000000000002","27.35","27.650000000000002","26.0","27.700000000000003","26.400000000000002","25.7","25.45","26.75","28.7","26.450000000000003","26.200000000000003","27.750000000000004","26.1","26.1"
"Training Error","28.1607616955049","30.22979035063627","30.93472489242882","30.01922548750343","31.126979767463155","26.201592968964572","26.503707772589948","25.267783575940676","25.130458665201864","25.89947816533919","25.130458665201864","28.1607616955049","27.27272727272727","24.69101895083768","33.196008422594524","25.011443742561568","25.03890872470933","25.65229332600934","24.764258903231713","25.377643504531722","24.70932893893619","24.434679117458575","24.810033873477984","24.507919069852605","24.99313375446306","25.469193445024263","25.670603314107847","25.688913302206352","25.322713540236197","28.719216332509383","24.37974915316305","25.16707864139888","24.343129176966034","24.178339284079463","24.727638927034697","24.31566419481827","25.16707864139888","25.551588391467543","24.39805914126156","27.538222100155636","25.18538862949739","24.388904147212305","24.14171930788245","25.029753730660076","28.087521743110866","26.540327748786964","24.489609081754097","25.762153254600385","24.452989105557084","24.727638927034697"
