"Epoch","0","1","2","3","4","5","6","7","8","9"
"Testing Error","33.300000000000004","27.3","28.599999999999998","30.349999999999998","30.9","30.4","31.8","30.4","31.45","31.65"
"Training Error","34.587567518081116","25.70722329030486","20.51634166437792","17.174768836400254","5.82257621532546","3.7901675363911016","1.0345143275656872","0.3021148036253776","0.10985992859104642","0.05492996429552321"
