"Epoch","0","1","2","3","4","5","6","7","8","9"
"Testing Error","35.3","35.3","37.15","28.9","31.65","31.75","31.8","31.25","32.05","32.5"
"Training Error","33.955872928682595","36.49180628032592","32.7840336903781","9.557813787421038","4.275382221001556","1.9866337086880892","0.5767646251029936","0.5584546370044859","0.05492996429552321","0.009154994049253868"
