"Epoch","0","1","2","3","4","5","6","7","8","9"
"Testing Error","27.950000000000003","28.15","30.349999999999998","32.4","31.25","31.85","31.55","31.05","31.0","31.45"
"Training Error","27.67554701089444","26.97976746315115","26.750892611919802","13.943055937013641","5.630321340291129","7.745124965668772","0.6866245536940401","0.4211297262656779","0.15563489883731577","0.045774970246269336"
