"Epoch","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"Testing Error","22.929754426042262","20.81667618503712","17.589948600799545","18.532267275842376","17.647058823529413","17.418617932609937","17.475728155339805","17.16162193032553","17.075956596230725","16.876070816676187","17.10451170759566","17.075956596230725","16.961736150770985","16.84751570531125","16.990291262135923","16.961736150770985","17.018846373500857","17.133066818960593","17.018846373500857","16.961736150770985","17.133066818960593","16.961736150770985","16.876070816676187","16.990291262135923","16.90462592804112"
"Training Error","23.16916488222698","20.585296216987867","18.394004282655246","18.779443254817988","18.17273376159886","18.044254104211277","18.422555317630266","17.93718772305496","17.508922198429694","17.915774446823697","17.501784439685938","17.337615988579586","18.044254104211277","17.351891506067094","17.74446823697359","17.623126338329765","17.658815132048534","17.416131334760884","17.61598857958601","17.737330478229836","17.401855817273375","17.580299785867236","17.66595289079229","17.38044254104211","17.673090649536046"
