"Epoch","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"Testing Error","24.90005711022273","24.90005711022273","23.986293546544832","21.18789263278127","20.359794403198173","20.102798400913763","19.47458595088521","19.131924614505998","19.189034837235866","18.732153055396918","19.303255282695602","18.932038834951456","18.81781838949172","19.131924614505998","18.646487721302112","18.732153055396918","19.103369503141064","18.760708166761848","19.046259280411192","18.56082238720731","18.81781838949172","18.874928612221588","19.017704169046258","18.675042832667046","18.675042832667046"
"Training Error","24.475374732334046","24.475374732334046","23.354746609564597","20.11420413990007","20.06423982869379","20.292648108493932","18.922198429693076","18.83654532476802","18.750892219842967","18.693790149892934","18.62241256245539","18.458244111349035","18.436830835117775","18.758029978586723","18.315488936473947","18.650963597430405","18.708065667380442","18.30121341898644","18.615274803711635","18.286937901498927","18.30121341898644","18.30121341898644","18.46538187009279","18.30121341898644","18.258386866523914"
