"Epoch","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19"
"Testing Error","25.466666666666665","26.766666666666666","23.466666666666665","24.266666666666666","31.900000000000002","22.733333333333334","29.86666666666667","25.166666666666664","22.666666666666664","22.466666666666665","23.666666666666668","22.133333333333333","23.033333333333335","22.53333333333333","23.566666666666666","24.96666666666667","29.433333333333334","24.333333333333336","23.466666666666665","22.900000000000002"
"Training Error","25.473004153207203","26.195969850792185","23.13490232271958","23.757883402553453","30.88755576065221","22.727272727272727","28.72634979233964","24.98846331333641","21.87355791416705","21.227503461006002","22.75034610059991","21.504383940932165","20.912167358867865","21.035225349946163","22.327334256268266","23.88094139363175","28.672511921242887","22.550376865097675","22.065836025226886","21.219812336563606"
