"Epoch","0","1","2","3","4","5","6","7","8","9"
"Testing Error","26.8","37.7","27.6","28.1","23.95","24.9","25.0","27.250000000000004","25.95","25.35"
"Training Error","27.345967225121303","31.50233452348256","19.0515426164973","13.979675913210658","4.192987274558272","2.6915682504806373","1.180994232353749","0.759864506088071","0.06408495834477708","0.018309988098507736"
