"Epoch","0","1","2","3","4","5","6","7","8","9"
"Testing Error","43.7","49.35","69.95","66.75","65.0","65.85","61.5","71.65","72.15","69.89999999999999"
"Training Error","36.88547102444383","53.04403552137691","75.30898104916231","72.78220269156826","85.73651927126248","85.08651469376545","71.61951844731301","98.88309072599102","99.32253044035522","99.51478531538955"
