"Epoch","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"Testing Error","25.102786660575603","25.102786660575603","20.694380995888533","19.917770671539518","19.18684330744632","18.821379625399725","19.301050708085885","18.638647784376428","18.84422110552764","18.592964824120603","18.501598903608954","18.638647784376428","18.524440383736867","18.45591594335313","18.54728186386478","18.341708542713565","18.524440383736867","18.54728186386478","18.38739150296939","18.341708542713565","18.341708542713565","18.433074463225214","18.36455002284148","18.341708542713565","18.318867062585657"
"Training Error","24.284816993090846","24.284816993090846","20.32775652372523","19.619711071775253","18.8716953120539","18.59761320162165","18.751784388739793","18.186490035973275","18.32924113515674","18.026608804887797","17.82104722206361","17.889567749671674","17.838177353965627","17.70684634271684","17.946668189345058","17.632615771141438","17.644035859076116","17.758236738422887","17.598355507337406","17.609775595272083","17.58122537543539","17.58693541940273","17.598355507337406","17.50699480385999","17.524124935762007"
