"Epoch","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19"
"Testing Error","31.615384615384617","24.115384615384617","25.192307692307693","22.5","29.884615384615387","32.46153846153847","21.846153846153847","22.346153846153847","27.03846153846154","31.961538461538463","23.115384615384617","22.153846153846153","31.846153846153847","30.5","24.269230769230766","22.192307692307693","21.884615384615387","26.846153846153847","22.153846153846153","23.76923076923077"
"Training Error","32.31420055763869","23.151620036534947","25.56484953369868","22.459378905874434","30.218248245361025","33.02567060859533","21.58446303240073","22.882415152389193","27.56465724449572","32.679550043265074","22.911258532833383","21.421017209883665","31.92000769156812","31.439284684164985","24.526487837707915","20.959523122776655","20.632631477742525","26.95894625516777","20.699932698778962","23.891933467935775"
