"Epoch","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19"
"Testing Error","28.599999999999998","27.900000000000002","32.15","27.55","31.45","28.050000000000004","31.1","32.800000000000004","27.700000000000003","27.85","26.900000000000002","33.300000000000004","29.5","29.7","29.799999999999997","31.7","40.150000000000006","32.550000000000004","29.95","36.199999999999996"
"Training Error","28.64597638011535","27.31850224297354","34.99954225029754","29.442460862400438","33.72699807745125","28.426256522933258","28.929781195642224","35.59461686349904","28.22484665384967","27.767096951386982","26.906527510757115","31.566419481827335","30.559370136409413","28.444566511031766","27.666392016845187","29.945985535109404","37.08688089352742","35.37489700631695","28.234001647898925","33.18685342854527"
