"Epoch","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29"
"Testing Error","30.333333333333336","27.366666666666667","27.46666666666667","27.0","26.566666666666666","25.966666666666665","26.93333333333333","25.7","25.666666666666664","25.533333333333335","26.0","26.1","26.166666666666664","26.53333333333333","25.433333333333337","25.933333333333337","25.666666666666664","26.5","25.6","25.900000000000002","25.533333333333335","26.400000000000002","25.666666666666664","26.0","26.0","25.933333333333337","25.6","25.666666666666664","26.066666666666666","25.900000000000002"
"Training Error","28.63405629903092","25.211505922165824","26.39593908629442","25.05768343331795","24.480849100138443","24.203968620212272","24.296262113520996","24.180895246885097","24.034763882479616","23.742501153668666","23.64251653591755","23.92708814028611","23.657898784802338","23.950161513613292","23.534840793724044","23.696354407014304","23.44254730041532","23.888632518074143","23.44254730041532","23.611752038147976","23.44254730041532","23.85786802030457","23.257960313797877","23.619443162590372","23.28872481156745","23.465620673742503","23.181049069373945","23.119520073834796","23.650207660359946","23.211813567143516"
