"Epoch","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19"
"Testing Error","28.166666666666668","26.1","27.133333333333333","24.233333333333334","22.833333333333332","23.933333333333334","22.633333333333333","23.0","23.733333333333334","23.066666666666666","22.26666666666667","23.1","22.733333333333334","22.7","22.53333333333333","22.2","22.066666666666666","22.03333333333333","21.8","22.333333333333332"
"Training Error","29.67235809875404","27.518843254883862","28.780187663436397","25.734502384248575","25.09613905552992","25.211505922165824","24.30395323796339","24.94231656668205","25.14228580218428","24.496231349023226","24.411628980156898","24.74234733117982","24.142439624673127","24.088601753576373","24.034763882479616","23.611752038147976","23.84248577141978","23.83479464697739","23.657898784802338","24.157821873557914"
