"Epoch","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49"
"Testing Error","38.95","31.95","27.500000000000004","29.849999999999998","33.4","26.900000000000002","27.35","27.200000000000003","26.55","28.1","32.9","28.199999999999996","28.299999999999997","29.45","25.75","26.35","26.35","35.25","26.650000000000002","25.6","29.5","26.5","28.000000000000004","27.200000000000003","25.8","27.450000000000003","27.250000000000004","34.65","29.25","28.449999999999996","28.499999999999996","30.349999999999998","26.0","28.349999999999998","28.749999999999996","26.85","28.549999999999997","26.450000000000003","31.5","25.900000000000002","26.3","26.85","27.800000000000004","29.299999999999997","26.05","26.85","26.6","26.650000000000002","27.55","26.75"
"Training Error","36.80307607800055","30.31218529707956","27.803716927584","28.5178064634258","31.48402453538405","27.85864689187952","26.256522933260097","27.59315206445116","26.933992492904878","28.73752632060789","30.824864963837772","28.417101528884007","28.8748512313467","29.030486130184013","26.119198022521285","25.89947816533919","25.423418474777993","33.196008422594524","26.08257804632427","25.432573468827247","27.300192254875032","25.249473587842168","28.124141719307882","25.615673349812322","25.70722329030486","26.210747963013826","27.053007415545178","32.271354023619885","27.31850224297354","28.591046415819832","27.33681223107205","27.757941957337728","25.029753730660076","28.023436784766094","28.80161127895267","24.983978760413805","27.730476975189966","25.12130367115261","29.7079556898288","24.90158381397052","24.947358784216792","25.4417284628765","26.72342762977204","26.41215783209741","25.267783575940676","24.864963837773505","25.112148677103356","25.46003845097501","26.76920260001831","25.0846836949556"
