"Epoch","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29"
"Testing Error","33.95","28.9","31.35","31.55","34.849999999999994","27.750000000000004","26.85","27.55","26.900000000000002","27.750000000000004","28.050000000000004","29.15","28.000000000000004","27.450000000000003","31.45","28.15","27.450000000000003","27.85","26.55","30.7","26.55","32.1","27.450000000000003","27.700000000000003","27.85","28.9","26.8","26.75","34.300000000000004","26.650000000000002"
"Training Error","32.77487869632885","26.393847843998902","28.93893618969148","30.18401538039","33.23262839879154","25.377643504531722","24.819188867527238","24.681863956788426","24.31566419481827","25.643138331960085","24.526229057951113","27.09878238579145","25.65229332600934","24.031859379291404","30.4220452256706","25.066373706857092","24.846653849675","25.258628581891422","24.132564313833196","29.186121029021333","22.988190057676462","29.442460862400438","23.802984528060055","24.324819188867526","23.372699807745125","25.807928224846655","23.098049986267508","23.00650004577497","33.635448136958715","23.02481003387348"
